,OrderWeek,Segment,City,State,Region,SubCategory,Discount
534,21,Consumer,Montgomery,Alabama,South,Binders,0.0
535,27,Consumer,Mesa,Arizona,West,Storage,0.2
537,49,Home Office,New York City,New York,East,Binders,0.2
538,50,Consumer,Henderson,Kentucky,South,Appliances,0.0
539,50,Consumer,Henderson,Kentucky,South,Chairs,0.0
540,5,Consumer,Green Bay,Wisconsin,Central,Accessories,0.0
541,28,Corporate,Tucson,Arizona,West,Phones,0.2
542,51,Consumer,Springfield,Ohio,East,Storage,0.2
543,19,Consumer,Fort Worth,Texas,Central,Accessories,0.2
544,19,Consumer,Fort Worth,Texas,Central,Phones,0.2
546,46,Home Office,New York City,New York,East,Binders,0.2
547,46,Home Office,New York City,New York,East,Paper,0.0
548,46,Corporate,Chicago,Illinois,Central,Storage,0.2
550,46,Corporate,Chicago,Illinois,Central,Supplies,0.2
551,15,Consumer,San Francisco,California,West,Chairs,0.2
552,37,Consumer,Jacksonville,Florida,South,Furnishings,0.2
553,47,Consumer,Houston,Texas,Central,Fasteners,0.2
554,26,Corporate,Anaheim,California,West,Storage,0.0
555,10,Consumer,Wilmington,North Carolina,South,Art,0.2
556,23,Consumer,Los Angeles,California,West,Labels,0.0
557,23,Consumer,Los Angeles,California,West,Tables,0.2
558,23,Consumer,Los Angeles,California,West,Paper,0.0
559,47,Consumer,San Francisco,California,West,Furnishings,0.0
560,47,Consumer,San Francisco,California,West,Binders,0.2
561,37,Consumer,Tampa,Florida,South,Appliances,0.2
562,37,Consumer,Tampa,Florida,South,Furnishings,0.2
563,50,Consumer,Seattle,Washington,West,Fasteners,0.0
564,50,Consumer,Seattle,Washington,West,Labels,0.0
565,49,Consumer,Los Angeles,California,West,Phones,0.2
567,39,Corporate,Seattle,Washington,West,Binders,0.2
568,39,Corporate,Seattle,Washington,West,Paper,0.0
569,39,Corporate,Seattle,Washington,West,Chairs,0.2
570,52,Consumer,New York City,New York,East,Labels,0.0
571,52,Consumer,New York City,New York,East,Fasteners,0.0
572,52,Consumer,New York City,New York,East,Binders,0.2
573,52,Consumer,New York City,New York,East,Phones,0.0
574,44,Consumer,Marysville,Washington,West,Art,0.0
576,38,Consumer,Long Beach,California,West,Paper,0.0
577,38,Consumer,Long Beach,California,West,Supplies,0.0
578,29,Consumer,Chicago,Illinois,Central,Storage,0.2
580,37,Consumer,Los Angeles,California,West,Supplies,0.0
581,48,Consumer,Denver,Colorado,West,Phones,0.2
582,48,Consumer,Denver,Colorado,West,Phones,0.2
583,48,Consumer,Denver,Colorado,West,Appliances,0.2
585,48,Consumer,Denver,Colorado,West,Phones,0.2
586,27,Consumer,Richmond,Kentucky,South,Chairs,0.0
587,27,Consumer,Richmond,Kentucky,South,Labels,0.0
588,11,Consumer,Salem,Oregon,West,Phones,0.2
589,11,Consumer,Salem,Oregon,West,Paper,0.2
591,11,Consumer,Salem,Oregon,West,Paper,0.2
592,2,Consumer,Laredo,Texas,Central,Art,0.2
593,2,Consumer,Laredo,Texas,Central,Accessories,0.2
594,32,Consumer,San Diego,California,West,Appliances,0.0
595,32,Consumer,San Diego,California,West,Copiers,0.2
596,32,Consumer,San Diego,California,West,Phones,0.2
597,32,Consumer,San Diego,California,West,Furnishings,0.0
598,28,Consumer,Philadelphia,Pennsylvania,East,Supplies,0.2
599,28,Consumer,Philadelphia,Pennsylvania,East,Phones,0.4
600,28,Consumer,Philadelphia,Pennsylvania,East,Phones,0.4
601,28,Consumer,Philadelphia,Pennsylvania,East,Supplies,0.2
602,11,Consumer,Tampa,Florida,South,Storage,0.2
603,11,Consumer,Tampa,Florida,South,Furnishings,0.2
606,11,Consumer,Tampa,Florida,South,Paper,0.2
608,21,Consumer,Philadelphia,Pennsylvania,East,Art,0.2
609,21,Consumer,Philadelphia,Pennsylvania,East,Phones,0.4
610,17,Corporate,Dallas,Texas,Central,Phones,0.2
611,17,Corporate,Dallas,Texas,Central,Labels,0.2
612,36,Corporate,Philadelphia,Pennsylvania,East,Paper,0.2
613,36,Corporate,Philadelphia,Pennsylvania,East,Phones,0.4
616,33,Corporate,New York City,New York,East,Furnishings,0.0
617,33,Corporate,New York City,New York,East,Furnishings,0.0
618,33,Corporate,New York City,New York,East,Binders,0.2
619,33,Corporate,New York City,New York,East,Phones,0.0
620,33,Corporate,New York City,New York,East,Furnishings,0.0
622,48,Corporate,Dearborn,Michigan,Central,Chairs,0.0
623,48,Corporate,Dearborn,Michigan,Central,Appliances,0.1
624,48,Corporate,Dearborn,Michigan,Central,Storage,0.0
625,48,Corporate,Dearborn,Michigan,Central,Art,0.0
626,37,Home Office,New York City,New York,East,Furnishings,0.0
627,20,Consumer,Seattle,Washington,West,Appliances,0.0
628,50,Consumer,San Francisco,California,West,Binders,0.2
629,50,Consumer,San Francisco,California,West,Paper,0.0
630,49,Consumer,Aurora,Colorado,West,Storage,0.2
631,49,Consumer,Aurora,Colorado,West,Accessories,0.2
632,49,Consumer,Aurora,Colorado,West,Phones,0.2
633,38,Consumer,Miami,Florida,South,Accessories,0.2
634,38,Consumer,Miami,Florida,South,Labels,0.2
635,40,Corporate,Warner Robins,Georgia,South,Chairs,0.0
637,33,Consumer,Aurora,Colorado,West,Appliances,0.2
638,20,Home Office,Vallejo,California,West,Furnishings,0.0
639,20,Home Office,Vallejo,California,West,Binders,0.2
640,50,Corporate,Minneapolis,Minnesota,Central,Furnishings,0.0
641,30,Consumer,Mission Viejo,California,West,Storage,0.0
642,30,Consumer,Mission Viejo,California,West,Labels,0.0
643,23,Consumer,Rochester Hills,Michigan,Central,Accessories,0.0
644,29,Home Office,Plainfield,New Jersey,East,Paper,0.0
645,52,Home Office,Columbus,Indiana,Central,Appliances,0.0
646,13,Corporate,Sierra Vista,Arizona,West,Fasteners,0.2
647,13,Corporate,Sierra Vista,Arizona,West,Appliances,0.2
648,49,Corporate,Vancouver,Washington,West,Furnishings,0.0
649,49,Corporate,Vancouver,Washington,West,Phones,0.2
650,49,Corporate,Vancouver,Washington,West,Accessories,0.0
652,25,Corporate,New York City,New York,East,Paper,0.0
653,25,Corporate,New York City,New York,East,Accessories,0.0
654,34,Consumer,Columbus,Ohio,East,Appliances,0.2
656,34,Consumer,Columbus,Ohio,East,Envelopes,0.2
657,38,Home Office,Aurora,Illinois,Central,Chairs,0.3
659,35,Consumer,Arlington,Texas,Central,Storage,0.2
661,35,Consumer,Arlington,Texas,Central,Tables,0.3
663,12,Corporate,New York City,New York,East,Storage,0.0
664,44,Consumer,Louisville,Kentucky,South,Fasteners,0.0
665,23,Corporate,Dallas,Texas,Central,Supplies,0.2
666,23,Corporate,Dallas,Texas,Central,Paper,0.2
667,23,Corporate,Dallas,Texas,Central,Phones,0.2
668,52,Consumer,Cleveland,Ohio,East,Furnishings,0.2
670,23,Home Office,Chicago,Illinois,Central,Tables,0.5
671,23,Home Office,Chicago,Illinois,Central,Paper,0.2
672,24,Consumer,Quincy,Illinois,Central,Art,0.2
673,49,Consumer,Columbus,Indiana,Central,Appliances,0.0
674,49,Consumer,Columbus,Indiana,Central,Paper,0.0
675,49,Consumer,Columbus,Indiana,Central,Accessories,0.0
677,11,Consumer,Tyler,Texas,Central,Accessories,0.2
680,46,Consumer,New York City,New York,East,Binders,0.2
681,46,Consumer,New York City,New York,East,Storage,0.0
682,46,Consumer,New York City,New York,East,Storage,0.0
683,44,Corporate,Burlington,North Carolina,South,Machines,0.5
684,44,Corporate,Burlington,North Carolina,South,Appliances,0.2
685,27,Consumer,Jackson,Mississippi,South,Accessories,0.0
686,27,Consumer,Jackson,Mississippi,South,Labels,0.0
687,27,Consumer,Jackson,Mississippi,South,Paper,0.0
688,52,Consumer,New York City,New York,East,Bookcases,0.2
689,25,Consumer,Waynesboro,Virginia,South,Furnishings,0.0
690,25,Consumer,Waynesboro,Virginia,South,Phones,0.0
691,25,Consumer,Waynesboro,Virginia,South,Storage,0.0
692,13,Consumer,Los Angeles,California,West,Accessories,0.0
693,13,Consumer,Los Angeles,California,West,Paper,0.0
694,20,Home Office,Chester,Pennsylvania,East,Art,0.2
695,39,Corporate,Seattle,Washington,West,Paper,0.0
696,20,Home Office,Chester,Pennsylvania,East,Envelopes,0.2
697,20,Home Office,Chester,Pennsylvania,East,Labels,0.2
698,20,Home Office,Chester,Pennsylvania,East,Art,0.2
701,35,Corporate,Cleveland,Ohio,East,Furnishings,0.2
702,44,Corporate,Seattle,Washington,West,Furnishings,0.0
703,15,Consumer,Long Beach,California,West,Tables,0.2
704,37,Corporate,Cary,North Carolina,South,Paper,0.2
705,37,Corporate,Cary,North Carolina,South,Appliances,0.2
706,37,Corporate,Cary,North Carolina,South,Accessories,0.2
707,49,Consumer,New York City,New York,East,Accessories,0.0
708,49,Consumer,New York City,New York,East,Bookcases,0.2
709,49,Consumer,New York City,New York,East,Binders,0.2
710,14,Home Office,New York City,New York,East,Paper,0.0
711,35,Consumer,Palm Coast,Florida,South,Envelopes,0.2
712,20,Corporate,Mount Vernon,New York,East,Appliances,0.0
713,20,Corporate,Mount Vernon,New York,East,Phones,0.0
714,20,Corporate,Mount Vernon,New York,East,Accessories,0.0
715,27,Corporate,Seattle,Washington,West,Binders,0.2
716,2,Consumer,Dover,Delaware,East,Furnishings,0.0
717,38,Consumer,Newark,Ohio,East,Furnishings,0.2
718,23,Home Office,Orem,Utah,West,Binders,0.2
719,23,Home Office,Orem,Utah,West,Furnishings,0.0
720,6,Home Office,Los Angeles,California,West,Paper,0.0
721,50,Corporate,Detroit,Michigan,Central,Tables,0.0
722,50,Corporate,Detroit,Michigan,Central,Storage,0.0
723,41,Home Office,Philadelphia,Pennsylvania,East,Furnishings,0.2
724,27,Corporate,Hialeah,Florida,South,Supplies,0.2
725,37,Consumer,Austin,Texas,Central,Envelopes,0.2
726,37,Consumer,Austin,Texas,Central,Phones,0.2
727,48,Consumer,Oceanside,New York,East,Paper,0.0
728,48,Consumer,Oceanside,New York,East,Tables,0.4
729,48,Consumer,Oceanside,New York,East,Storage,0.0
730,48,Consumer,Oceanside,New York,East,Chairs,0.1
731,48,Consumer,Oceanside,New York,East,Labels,0.0
732,3,Home Office,Seattle,Washington,West,Storage,0.0
733,3,Home Office,Seattle,Washington,West,Accessories,0.0
734,3,Home Office,Seattle,Washington,West,Binders,0.2
735,3,Home Office,Seattle,Washington,West,Binders,0.2
736,3,Home Office,Seattle,Washington,West,Bookcases,0.0
737,3,Home Office,Seattle,Washington,West,Binders,0.2
738,37,Consumer,San Francisco,California,West,Accessories,0.0
739,1,Home Office,Naperville,Illinois,Central,Labels,0.2
740,1,Home Office,Naperville,Illinois,Central,Storage,0.2
742,34,Consumer,Dallas,Texas,Central,Supplies,0.2
743,34,Consumer,Dallas,Texas,Central,Paper,0.2
744,34,Consumer,Dallas,Texas,Central,Paper,0.2
745,34,Consumer,Dallas,Texas,Central,Supplies,0.2
747,22,Corporate,San Diego,California,West,Storage,0.0
748,11,Consumer,Evanston,Illinois,Central,Phones,0.2
749,40,Consumer,Trenton,Michigan,Central,Binders,0.0
751,40,Consumer,Trenton,Michigan,Central,Art,0.0
752,40,Consumer,Trenton,Michigan,Central,Binders,0.0
753,14,Corporate,San Francisco,California,West,Copiers,0.2
754,50,Consumer,Los Angeles,California,West,Furnishings,0.0
755,37,Corporate,Jacksonville,Florida,South,Tables,0.45
756,1,Consumer,Cottage Grove,Minnesota,Central,Storage,0.0
757,1,Consumer,Cottage Grove,Minnesota,Central,Accessories,0.0
758,29,Corporate,New York City,New York,East,Binders,0.2
759,38,Corporate,Green Bay,Wisconsin,Central,Paper,0.0
760,36,Consumer,Los Angeles,California,West,Paper,0.0
761,44,Corporate,Atlanta,Georgia,South,Labels,0.0
762,6,Consumer,Columbus,Ohio,East,Phones,0.4
763,3,Corporate,Bossier City,Louisiana,South,Envelopes,0.0
764,3,Corporate,Bossier City,Louisiana,South,Envelopes,0.0
765,3,Corporate,Bossier City,Louisiana,South,Accessories,0.0
766,3,Corporate,Bossier City,Louisiana,South,Binders,0.0
767,3,Corporate,Bossier City,Louisiana,South,Storage,0.0
768,20,Corporate,Saint Petersburg,Florida,South,Furnishings,0.2
769,20,Consumer,Arlington,Virginia,South,Chairs,0.0
770,5,Corporate,Des Moines,Iowa,Central,Binders,0.0
771,5,Corporate,Des Moines,Iowa,Central,Phones,0.0
772,5,Corporate,Des Moines,Iowa,Central,Binders,0.0
773,5,Corporate,Des Moines,Iowa,Central,Binders,0.0
774,5,Corporate,Des Moines,Iowa,Central,Art,0.0
775,5,Corporate,Des Moines,Iowa,Central,Furnishings,0.0
776,26,Consumer,Cincinnati,Ohio,East,Art,0.2
777,34,Home Office,San Francisco,California,West,Chairs,0.2
778,34,Home Office,San Francisco,California,West,Paper,0.0
779,34,Home Office,San Francisco,California,West,Paper,0.0
780,34,Home Office,San Francisco,California,West,Paper,0.0
782,40,Consumer,Columbus,Ohio,East,Accessories,0.2
783,40,Consumer,Columbus,Ohio,East,Bookcases,0.5
784,40,Consumer,Columbus,Ohio,East,Accessories,0.2
785,21,Corporate,Columbia,South Carolina,South,Envelopes,0.0
786,11,Consumer,Lancaster,California,West,Binders,0.2
787,50,Consumer,Lancaster,California,West,Chairs,0.2
788,26,Consumer,Richmond,Virginia,South,Binders,0.0
789,26,Consumer,Richmond,Virginia,South,Storage,0.0
790,26,Consumer,Richmond,Virginia,South,Binders,0.0
791,26,Consumer,Richmond,Virginia,South,Chairs,0.0
792,20,Consumer,Asheville,North Carolina,South,Phones,0.2
793,38,Consumer,San Francisco,California,West,Labels,0.0
794,38,Consumer,San Francisco,California,West,Paper,0.0
795,38,Consumer,Rochester,Minnesota,Central,Binders,0.0
796,52,Corporate,Rochester,New York,East,Paper,0.0
797,52,Corporate,Rochester,New York,East,Paper,0.0
798,52,Corporate,Rochester,New York,East,Labels,0.0
799,48,Consumer,Lake Elsinore,California,West,Chairs,0.2
800,8,Corporate,San Diego,California,West,Furnishings,0.0
801,8,Corporate,San Diego,California,West,Phones,0.2
802,33,Corporate,New York City,New York,East,Appliances,0.0
803,10,Corporate,Monroe,Louisiana,South,Paper,0.0
804,16,Consumer,San Francisco,California,West,Furnishings,0.0
805,44,Consumer,Denver,Colorado,West,Art,0.2
806,44,Consumer,Denver,Colorado,West,Phones,0.2
807,6,Consumer,Omaha,Nebraska,Central,Furnishings,0.0
808,6,Consumer,Omaha,Nebraska,Central,Accessories,0.0
809,42,Consumer,Edmonds,Washington,West,Art,0.0
810,42,Consumer,Edmonds,Washington,West,Tables,0.0
811,42,Consumer,Edmonds,Washington,West,Appliances,0.0
812,42,Consumer,Edmonds,Washington,West,Accessories,0.0
813,19,Consumer,Santa Ana,California,West,Furnishings,0.0
814,19,Consumer,Santa Ana,California,West,Accessories,0.0
815,12,Corporate,Milwaukee,Wisconsin,Central,Paper,0.0
816,37,Consumer,Philadelphia,Pennsylvania,East,Paper,0.2
817,26,Consumer,Philadelphia,Pennsylvania,East,Paper,0.2
819,26,Consumer,Philadelphia,Pennsylvania,East,Chairs,0.3
821,26,Consumer,Philadelphia,Pennsylvania,East,Paper,0.2
822,25,Consumer,Belleville,New Jersey,East,Accessories,0.0
823,25,Consumer,Belleville,New Jersey,East,Labels,0.0
824,19,Consumer,San Francisco,California,West,Accessories,0.0
825,19,Consumer,San Francisco,California,West,Accessories,0.0
826,34,Consumer,Lakeville,Minnesota,Central,Fasteners,0.0
827,34,Consumer,Lakeville,Minnesota,Central,Supplies,0.0
828,34,Consumer,Lakeville,Minnesota,Central,Envelopes,0.0
829,24,Consumer,Florence,Kentucky,South,Chairs,0.0
830,24,Consumer,Florence,Kentucky,South,Appliances,0.0
831,24,Consumer,Florence,Kentucky,South,Phones,0.0
832,24,Consumer,Florence,Kentucky,South,Phones,0.0
833,29,Corporate,Tampa,Florida,South,Art,0.2
834,29,Corporate,Tampa,Florida,South,Appliances,0.2
835,29,Corporate,Tampa,Florida,South,Machines,0.5
837,44,Home Office,Columbia,Tennessee,South,Paper,0.2
838,10,Corporate,Fort Worth,Texas,Central,Phones,0.2
839,47,Corporate,New York City,New York,East,Art,0.0
840,47,Corporate,New York City,New York,East,Art,0.0
841,47,Corporate,New York City,New York,East,Bookcases,0.2
842,45,Corporate,Los Angeles,California,West,Binders,0.2
843,45,Corporate,Los Angeles,California,West,Binders,0.2
844,45,Corporate,Los Angeles,California,West,Supplies,0.0
845,45,Corporate,Los Angeles,California,West,Labels,0.0
846,42,Consumer,Louisville,Kentucky,South,Phones,0.0
847,42,Consumer,Louisville,Kentucky,South,Chairs,0.0
848,52,Consumer,Lorain,Ohio,East,Furnishings,0.2
849,6,Corporate,Linden,New Jersey,East,Accessories,0.0
850,25,Corporate,Salinas,California,West,Art,0.0
851,25,Corporate,Salinas,California,West,Paper,0.0
852,21,Consumer,Jackson,Mississippi,South,Art,0.0
853,7,Consumer,New York City,New York,East,Furnishings,0.0
854,7,Consumer,New York City,New York,East,Storage,0.0
855,31,Consumer,New York City,New York,East,Paper,0.0
857,31,Consumer,New York City,New York,East,Storage,0.0
858,15,Home Office,New Brunswick,New Jersey,East,Paper,0.0
859,15,Home Office,New Brunswick,New Jersey,East,Fasteners,0.0
860,24,Consumer,San Francisco,California,West,Supplies,0.0
861,24,Consumer,San Francisco,California,West,Art,0.0
862,1,Corporate,Jacksonville,Florida,South,Accessories,0.2
863,1,Corporate,Jacksonville,Florida,South,Art,0.2
864,1,Corporate,Jacksonville,Florida,South,Phones,0.2
865,2,Corporate,Springfield,Virginia,South,Labels,0.0
866,2,Corporate,Springfield,Virginia,South,Furnishings,0.0
867,39,Corporate,Philadelphia,Pennsylvania,East,Labels,0.2
870,35,Home Office,Philadelphia,Pennsylvania,East,Phones,0.4
871,43,Consumer,Concord,New Hampshire,East,Paper,0.0
872,50,Consumer,New York City,New York,East,Paper,0.0
873,50,Consumer,New York City,New York,East,Binders,0.2
874,34,Consumer,Charlotte,North Carolina,South,Paper,0.2
875,2,Home Office,Concord,New Hampshire,East,Furnishings,0.0
876,40,Consumer,Trenton,Michigan,Central,Furnishings,0.0
877,2,Home Office,Concord,New Hampshire,East,Accessories,0.0
879,48,Home Office,New York City,New York,East,Binders,0.2
880,48,Home Office,New York City,New York,East,Chairs,0.1
881,41,Consumer,Springfield,Virginia,South,Storage,0.0
882,51,Consumer,San Francisco,California,West,Art,0.0
883,42,Home Office,Detroit,Michigan,Central,Furnishings,0.0
884,18,Consumer,Rochester,New York,East,Furnishings,0.0
885,17,Corporate,Los Angeles,California,West,Binders,0.2
887,41,Home Office,Columbia,Maryland,East,Binders,0.0
888,50,Corporate,San Francisco,California,West,Paper,0.0
889,25,Consumer,New Rochelle,New York,East,Accessories,0.0
890,25,Consumer,New Rochelle,New York,East,Binders,0.2
891,26,Home Office,Detroit,Michigan,Central,Paper,0.0
892,26,Home Office,Detroit,Michigan,Central,Art,0.0
893,26,Home Office,Detroit,Michigan,Central,Phones,0.0
894,45,Corporate,San Francisco,California,West,Storage,0.0
895,45,Corporate,San Francisco,California,West,Binders,0.2
896,40,Consumer,Houston,Texas,Central,Envelopes,0.2
897,37,Consumer,Detroit,Michigan,Central,Labels,0.0
898,43,Corporate,Auburn,New York,East,Paper,0.0
900,45,Consumer,Garland,Texas,Central,Labels,0.2
902,37,Consumer,Chicago,Illinois,Central,Phones,0.2
903,14,Consumer,Los Angeles,California,West,Paper,0.0
904,14,Consumer,Los Angeles,California,West,Storage,0.0
905,14,Consumer,Los Angeles,California,West,Paper,0.0
906,52,Consumer,New York City,New York,East,Bookcases,0.2
907,52,Consumer,New York City,New York,East,Phones,0.0
908,52,Consumer,New York City,New York,East,Binders,0.2
909,35,Home Office,Jackson,Michigan,Central,Phones,0.0
910,35,Home Office,Jackson,Michigan,Central,Accessories,0.0
911,35,Home Office,Jackson,Michigan,Central,Storage,0.0
912,22,Home Office,Norwich,Connecticut,East,Furnishings,0.0
913,48,Corporate,Milwaukee,Wisconsin,Central,Furnishings,0.0
914,48,Corporate,Milwaukee,Wisconsin,Central,Accessories,0.0
915,24,Corporate,San Antonio,Texas,Central,Tables,0.3
916,24,Corporate,San Antonio,Texas,Central,Chairs,0.3
918,9,Corporate,Dallas,Texas,Central,Envelopes,0.2
919,9,Corporate,Dallas,Texas,Central,Storage,0.2
920,49,Consumer,Alexandria,Virginia,South,Storage,0.0
921,15,Consumer,New York City,New York,East,Accessories,0.0
922,15,Consumer,New York City,New York,East,Phones,0.0
923,15,Consumer,New York City,New York,East,Appliances,0.0
924,37,Corporate,New York City,New York,East,Binders,0.2
925,37,Consumer,Philadelphia,Pennsylvania,East,Paper,0.2
926,37,Consumer,Philadelphia,Pennsylvania,East,Accessories,0.2
927,41,Home Office,Springfield,Virginia,South,Art,0.0
